etp_id,desc,citation,editor,type,location,from,to,text,notes,bibliography
ETP 309,fragment of olla (ceramic),SE 60 (1995) 41,Adriano Maggiani,Proprietary Texts,Populonia,-700,-480,leθx[ – – – ],<i>Theta</i> has the form of a cross <b>X</b>.,
ETP 310,Attic oinochoe (ceramic),SE 60 (1995) 46,Marina Martelli,Proprietary Texts,Volcii,-520,-520,lai,,
ETP 311,bowl (ceramic),SE 60 (1995) 49 (tav. LII),Mauro Cristofani,Proprietary Texts,Campania (Pontecagnano),-300,-300,truχiles,,
ETP 312,cinerary urn (terracotta),SE 60 (1995) 60,Adriano Maggiani,Funerary Texts,Unknown,-150,-150,vl · utani · aninal · vl ·,,
ETP 313,cinerary urn (terracotta),SE 60 (1995) 61,Adriano Maggiani,Funerary Texts,Unknown,-100,-0,arnθ · vipina · cuφre,,
ETP 314,vase (terracotta),SE 60 (1995) 62,Adriano Maggiani,Proprietary Texts,Unknown,-480,50,tania,,
ETP 315,tegola (terracotta),SE 60 (1995) 74,Adriano Maggiani,Funerary Texts,Unknown,-480,50,larnei,,
ETP 316,cover of cinerary urn (stone),SE 60 (1995) 77,Adriano Maggiani,Funerary Texts,Unknown,-480,50,"θana larn
    ei cestinal
    a",,
ETP 317,fragment of bowl (impasto),SE 58 (1993) REE 3 (tav. LXIII),Giuseppe Sassatelli,Abecedaria,Aemilia (Marzabotto),-550,-500,a e v,,
ETP 318,bowl (impasto),SE 58 (1993) REE 4,Giuseppe Sassatelli,Abecedaria,Aemilia (Marzabotto),-550,-500,[ – – – ] x a e v z [ – – – ],"Of the initial letter, the editor sees only a very short oblique stroke.",
ETP 319,fragment of dolium (ceramic),SE 58 (1993) REE 5 (tav. LXIII),Giuseppe Sassatelli,Proprietary Texts,Aemilia (Marzabotto),-700,-480,[ – – – ]xiai,,
ETP 320,small cup (ceramic),SE 58 (1993) REE 2 (tav. LXIII),Giuseppe Sassatelli,Abecedaria,Aemilia (Marzabotto),-500,-450,a e [ – – – ],,
ETP 321,fragment of bowl (ceramic),SE 58 (1993) REE 6 (tav. LXIII),Giuseppe Sassatelli,Proprietary Texts,Aemilia (Marzabotto),-600,-500,[ – – – ]z sakiu [– – – ],The inscription was incised in dextroverse direction.,
ETP 322,fragment of basin (ceramic),SE 58 (1993) REE 7 (tav. LXIII),Giuseppe Sassatelli,Proprietary Texts,Aemilia (Marzabotto),-500,-400,[ – – – ]vetalus[– – – ],The inscription was incised in dextroverse direction.,
ETP 323,handle of amphora (impasto),SE 58 (1993) REE 8 (tav. LXIII),Giuseppe Sassatelli,Proprietary Texts,Aemilia (Marzabotto),-520,-500,θina rakalus,The inscription was incised in dextroverse direction. <i>Theta</i> has the form of a cross <b>X</b>.,
ETP 324,plate (impasto),SE 58 (1993) REE 20 (tav. LXV),Marina Martelli,Proprietary Texts,Caere,-650,-550,σii,,
ETP 325,fragment of vase (bucchero),SE 58 (1993) REE 21 (tav. LXV),Laura Ricciardi,Proprietary Texts,Blera,-600,-400,mi ramaθas treseles,,
ETP 326,drinking cup (bucchero),SE 58 (1993) REE 22 (tav. LXV),Laura Ricciardi,Proprietary Texts,Ager Caeretanus (Tolfa),-630,-630,avi,The inscription was incised in dextroverse direction.,
ETP 327,amphora (ceramic),SE 58 (1993) REE 26,Marina Martelli,Proprietary Texts,Volcii,-480,50,caial,,
ETP 328,cippus (tufa),SE 58 (1993) REE 29,Pietro Tamburini,Funerary Texts,Ager Volsiniensis (Sermugnano),-300,-100,ram[θa – – – ]xi,,
ETP 329,thymiaterion (bronze),SE 58 (1993) REE 32,Mauro Cristofani,Religious Texts,Unknown  (South),-400,-400,mi · selvansl · canlas,,
ETP 330,mirror (bronze),SE 58 (1993) REE 33,Mauro Cristofani,Didaskalia,Unknown  (South),-400,-300,peleas turis nele,,
ETP 331,small plate (ceramic),SE 58 (1993) REE 1 (tav. LXIII),Maristella Pandolfini,Proprietary Texts,Venetia (Spina),-350,-350,mi venus platunalus,,
ETP 332,statue (bronze),SE 55 (1989) REE 128,Carlo de Simone,Dedications,Volsinii (Bolsena),-300,-300,"ecn : turce : avle : havrnas : tuθina : apana
    selvansl tularias",,
ETP 333,stele (stone [travertine]),Nuovi etnici e toponimi etruschi (1999) 51-61 (tav. I-II),Adriano Maggiani,Funerary Texts,Saturnia,-525,-500,"larθ laucies θamequ
    larecesi ka
    iseriθesi celeniarasi
    mini zinece veθur kam
    arteθi",,"<ul><li>
Maggiani, Adriano. 1999. Nuovi etnici e toponimi etruschi. <i>Incontro di studi in memoria di Masssimo Pallottino</i>, 51-61. Pisa e Roma: Istituto editoriali e poligrafici internazionali. </li></ul>"
ETP 334,cinerary urn (terracotta),SE 60 (1995) REE 14 (tav. XXXVII),Helmut Rix,Funerary Texts,Ager Chiusinus,-100,-0,"hasti : velθuria : lautni 
    θa",,
ETP 335,mirror (bronze),An Etruscan Mirror in Tokyo (2000) 69-77,Nancy DeGrummond,Proprietary Texts,Unknown (South),-475,-450,mi malana larθiia cavis spuriies,,"<ul><li>
DeGrummond, Nancy. 2000. An Etruscan Mirror in Tokyo. In M. D. Gentili (ed.), <i>Aspetti e problemi della produzione degli specchi etruschi figurati. Attio dell'incontro internazionale di studio (Roma, 2-4 maggio 1997), 69-77. Roma: Aracne.</i>
</li></ul>"
ETP 336,statue base (tufa),SE 70 (2005) REE 55,Giovanni Colonna,Dedications,Caere,-300,-300,"ecn : turce
    m : haθles
    vle",,"<ul><li>

Nardi, Giuliana. 2001. <i>Prospettiva</i> 103/104.8 (fig. 19).

</li></ul>"
ETP 337,facade of tomb,SE 70 (2005) REE 10 (tav. XLIX),Adriano Maggiani,Funerary Texts,Ager Volcentanus (Suana),-200,-150,"eca σuθ[i - - - ]
    zatneal",Half of the letter <i>theta</i> in <b>σuθ[i]</b> survives. It has the shape of a circle. The oblique bar of the <i>lambda</i> of <b>zatneal</b> is no longer visible.,
ETP 338,kylix (ceramic),SE 70 (2005) REE 27 (tav. LI),Carmine Pellegrino,Proprietary Texts,Campania (Pontecagnano),-500,-500,mi larzas atrnas,The inscription was incised on the inside of the basin of the kylix.,"<ul><li>

Colonna, Giovanni. 2005. SE 70, REE 27.303.

</li></ul>"
ETP 339,greaves (bronze),L’offerta di armi a Minerva e un probabile cimelio della spedizione di Aristodemo nel Lazio (1999) 95-103.,Giovanni Colonna,Dedications,Perusia,-500,-450,arnθ savpunias turce menrvas,,"<ul>
<li>
Bonfante, Giuliano and Larissa Bonfante. 2002 [Revised Edition]. <i>The Etruscan Language. An Introduction</i>, pp. 144-145, no. 22. Manchester: Manchester University Press.</li>
<li>Colonna, Giovanni. 1999. L’offerta di armi a Minerva e un probabile cimelio della spedizione di Aristodemo nel Lazio. In <i>Pallade di Velletri. Il mito, la fortuna</i>. 1797–1997 bicentenario del ritrovamento. Atti, 95-103. Roma.</li>
</ul>"
ETP 340,club (bronze),Scienze dell’Antichità (1989-1990) 3-4.894-898 (fig. 14),Giovanni Colonna,Dedications,Unknown,-250,-200,"cn · turce
    tite · uta
    ves · v · l · 
    hercles 
    alpan ·",,"<ul><li>
Colonna, Giovanni. 1989-1990. Le iscrizioni votive etrusche. Scienze dell’Antichità 3-4.875-903.</li></ul>"
ETP 341,kylix (ceramic),SE 70 (2005) REE 24 (tav. LI),Carmine Pellegrino,Proprietary Texts,Unknown,-9999,9999,mi cailes cutus,,"<ul><li>

Colonna, Giovanni. 2005. SE 70, REE 24.299.

</li></ul>"
ETP 342,fragment of cup (bucchero),SE 70 (2005) REE 30 (tav. LII),Carmine Pellegrino,Other/Unclear Texts,Campania (Pontecagnano),-525,-475,θun vertun cẹ[ - - - - - - - - - - ]aχuis,,
ETP 343,disk (bronze),ENews (2006) 5.5,Dominique Briquel,Tesserae Hospitales,Algeria (Gouraya),-200,-100,"pumpun
    larθal","The letters in this text are in dextroverse direction.

Bibliography:
<ul>
<li>Briquel, Dominique. 2006. A neglected Etruscan inscription. <i>Etruscan News</i> 5.5.</li>
</ul>",
ETP 344,chalice (impasto),"SE 66 (1991) REE 73, 350-356 (tav. LXIV)",Dominique Briquel,Proprietary Texts,Caere,-700,-675,mi laucies mezeṇṭies,"Bibliography:
<ul>
<li>Bagnasco Gianni, Giovanna. 1996. <i>Oggetti iscritti di epoca orientalizzante in Etruria</i>, pg. 108, no. 84. Firenze: Leo S. Olschki.</li>
<li>Briquel, Dominique. 1989. A propos d’une inscription redécouverte au Louvre: remarques sur la tradition relative a Mézence. <i>REL</i> 67.78-92.</li>
<li>Gualtier, F. and Dominique Briquel. 1989. Réexamen d’une inscription des collections du Musée du Louvre: un Mézence à Caeré au VIIe siècle av.J-C. <i>CRAI</i> janvier-mars, 99-115.</li>
<li>Gualtier, Françoise, J. Gran-Aymerich, and Dominique Briquel. 1991. <i>SE</i> 66, REE 73, 350-356.</li>
</ul>",
ETP 345,small vase (impasto),"Collezione C. A. (1991) pp. 22-25, no. 22 (tav. XII)",Giovannangelo Camporeale,Proprietary Texts,Unknown (South),-700,-650,mi luθumas qutumuθa,"Sigma was written with 4 bars.

Bibliography:
<ul>
<li>Bagnasco Gianni, Giovanna. 1996. <i>Oggetti iscritti di epoca orientalizzante in Etruria</i>, no. 310, pp. 313-314. Firenze: Leo S. Olschki.</li>
<li>Camporeale, Giovannangelo. 1991. La Collezione C. A. Impasti e buccheri I. Roma.</li>
</ul>",
ETP 346,aryballos (bucchero),"Collezione C. A. (1991) pp. 142-144, no. 145 (tav. CIX)",Giovannangelo Camporeale,Proprietary Texts,Unknown (South),-700,-650,mi xuiḥṿlies qutum,"Bibliography:
<ul>
<li>Bagnasco Gianni, Giovanna. 1996. <i>Oggetti iscritti di epoca orientalizzante in Etruria</i>, no. 312, pp. 314. Firenze: Leo S. Olschki.</li>
<li>Camporeale, Giovannangelo. 1991. La Collezione C. A. Impasti e buccheri I. Roma.</li>
</ul>",
ETP 347,bowl (impasto),SE 70 (2005) REE 1 (tav. XLVII),Monica Salvini,Proprietary Texts,Ager Faesulanus (Florentia),-650,-575,upu,,
ETP 348,fragment of foot of cup (impasto),SE 70 (2005) REE 7 (tav. XLVIII),Marisa Bonamici,Proprietary Texts,Populonia,-450,-400,title,,
ETP 349,fragment of skyphos (ceramic),SE 70 (2005) REE 8,Marisa Bonamici,Other/Unclear Texts,Populonia,-300,-300,sesa,The sequence <b>ve</b> and the letter <b>s</b> (<i>sade</i>) were also incised on the foot of the skyphos.,
ETP 350,fragment of olla (impasto),SE 70 (2005) REE 9 (tav. XLVIII),Marisa Bonamici,Other/Unclear Texts,Populonia,-480,50,[ – – – ]s u[ – – – ],,
ETP 351,wall of tomb,SE 70 (2005) REE 11,E. Pellegrini,Funerary Texts,Ager Volcentanus (Poggio Grezzano),-225,-200,ramθa puxx[ – – – ],,
ETP 352,weight (bronze),PP (2005),Giulio Facchetti &amp; Koen Wylin,Dedications,Caere,-350,-350,"raθs · turmsal
    velus luvχmsal
    θusti · θui meθlmθ
    mu[n]sθ[e]c [ · ] ims · epl
    macuni · hercles
    alpan tece IIC
    ei · utta θesca
    ac · penθa · [ - (-)] · hu
    lave · zilci·  laθ
    ale · nulaθes ·","Bibliography:
<ul>
<li>Cristofani, Mauro. 1996. Due Testi dell’Italia Preromana. 1. Per regna Maricae. 2. Aequipodium Etruscum. Roma: Consiglio Nazionale delle Ricerche.</li>
<li>Facchetti, Giulio M. &amp;amp; Koen Wylin. 2005. Note preliminary sull’aequipondium di Cere. AION 23 (in press).</li>
<li>—. 2005. Nuove letture sull’aequipondium di Caere. PP XX. </li>
<li>Maggiani, Adriano. 1996. Appunti sulle magistrature etrusche. SE 62.95-138 [n. 69, pg. 136].</li>
<li>—. 2001a. Pesi e bilance in Etruria. Pondera. Pesi e Misure nell’Antichità, a cura di C. Corti, N. Giordani, pp. 67-74 (pg. 67, 72, n. II.3, fig. 35). Museo della Bilancia: Campogalliano.</li>
<li>—. 2001b. II.B.5.2. Peso. In Moretti Sgubini, Anna Maria (a cura di), Veio, Cerveteri, Vulci. Città d’Etruria a Confronto. Catalogo della Mostra, pg. 153 (with photo and facsimile). Roma: “L’Erma” di Bretschneider.</li>
<li>—. 2002. La libbra etrusca. Sistemi ponderali e monetazione. SE 65-68.163-199.</li>
</ul>",
ETP 353,fragment of kyathos (bucchero),To appear SE 71 (2006),Rex E. Wallace,Dedications,Ager Saenensis (Murlo),-600,-600,mi[ni velθ]ur paiθinaie[s mu]lu[vani]ce,"It is possible that the family name <b> paiθinaies</b> did not end with final /s/. Due to damage to the kyathos it is impossible to determine the amount of space available for letters with any certainty.

Bibliography:
<ul>
<li>
Colonna, Giovanni. 2005. SE 70, REE 52.</li>
<li>Wallace, Rex E. To appear 2006.  Etruscan Inscriptions on Fragments of Bucchero Kyathoi Recovered at Poggio Civitate. SE 71.</li>
</ul>",
ETP 354,fragment of kyathos (bucchero),SE 70 (2006) REE 53,Giovanni Colonna,Dedications,Ager Saenensis (Murlo),-600,-600,[mini mulu]van[ice – – – ],"Bibliography:
<ul><li>
Wallace, Rex E. To appear 2006. Etruscan Inscriptions on Fragments of Bucchero Kyathoi Recovered at Poggio Civitate. SE 71.</li></ul>",
ETP 355,wall of tomb,SE 70 (2005) REE 13 (tav. XLIX),Giovanni Colonna,Funerary Texts,Caere,-480,50,cae is[na] LII,The editor notes that the family name could also be restored as <b>is[nas]</b>.,
ETP 356,aryballos (Etrusco-Corinthian ceramic),SE 70 (2005) REE 19 (tav. XLIX),Daniele F. Maras,Proprietary Texts,Veii,-600,-600,u.na. uras pep.unas.,The final /s/ of <b>pep.unas.</b> was spelled by means of the letter <b>X</b>. The inscription was incised in dextroverse direction.,
ETP 357,Attic kylix (ceramic),SE 70 (2005) REE 20 (tav. XLIX),Lidia Falcone,Proprietary Texts,Capua,-475,-450,calve,,
ETP 358,kylix (ceramic),SE 70 (2005) REE 24 (tav. LI),Carmine Pellegrino,Proprietary Texts,Campania (Pontecagnano),-500,-475,mi cailes cutus,,"<ul><li>

Colonna, Giovanni. 2005. SE 70, REE 27, 303.

</li></ul>"
ETP 359,kothon (ceramic),SE 70 (2005) REE 29 (tav. LI),Carmine Pellegrino,Religious Texts,Campania (Pontecagnano),-500,-475,turan,"Bibliography:
<ul><li>

Colonna, Giovanni. 2005. SE 70, REE 29, 305-306.

</li></ul>",
ETP 360,fragment of plate (ceramic),SE 70 (2005) REE 31 (tav. LII),Adriano Maggiani,Proprietary Texts,Origin Unknown,-480,50,[ – – – lau]χumsn[a – – – ],,
ETP 361,funerary urn (ceramic),SE 70 (2005) REE 32 (tav. LII),Adriano Maggiani,Funerary Texts,Origin Unknown,-150,-100,lθ : anie : lθ : celtalval :,,
ETP 362,fragment of plaque (ivory),,Rex E. Wallace,Tesserae Hospitales,Ager Saenensis (Murlo),-600,-600,[ – – – ]as vheisalna[ –  –  – ],"The inscription was incised on the reverse of a plaque in the form of a female figurine. It is possible that the <i>tessera</i> belonged to a woman, in which case one might propose to restore the text in the following way: <b>[mi veleli]as vheisalna[ia]</b>.",
ETP 363,fragment of plaque (bone),,Rex E. Wallace,Tesserae Hospitales,Ager Saenensis (Murlo),-600,-600,[ – – – ]xσxxxilax[–  –  – ],The inscription was incised on the reverse of a plaque which seems to have the form of an animal.,
ETP 364,fragment of cup (bucchero),,Rex Wallace,Dedications,Ager Saenensis (Murlo),-600,-600,[ – – – ]m[u]lu[ – – – ],"If the second visible letter is to be read as <i>lambda</i>, as appears to be the case, then the fragment preserves either the word <b>m[u]lu</b> ‘given’ in its entirety or the first portion of the past tense verb form <b>m[u]lu[vanice]</b> ‘gave (in honor of)’. Under either interpretation the inscription belongs to the class of a dedications and permits additional reconstruction: 

(a) <b>[mi] m[u]lu</b> + name in pertinentive case
(b) <b>[mini] m[u]lu[vanice]</b> + name in nominative/accusative case",
ETP 365,fragment of cup (bucchero),"Orientalizing Bucchero (2003) 83 (figure 30, no. 137; plate 25, no. 137)",Jon Berkin,Other/Unclear Texts,Ager Saenensis (Murlo),-600,-600,[ – – – ]urθ[ – – – ],"Bibliography:
<ul><li>
Berkin, Jon. 2003. <i>The Orientalizing Bucchero from the Lower Building at Poggio Civitate (Murlo)</i>. Boston, MA: Archaeological Institute of America.</li></ul>",
ETP 366,fragment of cup (bucchero),"Orientalizing Bucchero (2003) 83-84 (figure 30, no. 138; plate 25, no. 138)",Jon Berkin,Other/Unclear Texts,Ager Saenensis (Murlo),-600,-600,[ – – – ]alv[  – – – ],"Berkin (2003: 84) describes the initial letter as ‘perhaps part of a beta’. This is virtually impossible because the Etruscan writing system made no use of this letter and it appears only in abecedaria of the early to mid-archaic period. It is more likely that we have an alpha whose medial bar slopes in the direction of writing so dramatically that it meets the left-most oblique stroke near its foot.

Bibliography:
<ul><li>
Berkin, Jon. 2003. <i>The Orientalizing Bucchero from the Lower Building at Poggio Civitate (Murlo)</i>. Boston, MA: Archaeological Institute of America.</li></ul>",
ETP 367,fragment of cup (bucchero),"Orientalizing Bucchero (2003) 84 (figure 30, no. 139; plate 25, no. 139)",Jon Berkin,Other/Unclear Texts,Ager Saenensis (Murlo),-600,-600,[ – – – ]tinai[ – – – ],"Berkin (2003: 84) describes the first legible letter as ‘pi or c'. The puncts described by Berkin appear to be pits in the ceramic, not word-punctuation. The surviving portion of this inscription is perhaps the final portion of a feminine family name.


Bibliography:
<ul><li>
Berkin, Jon. 2003. <i>The Orientalizing Bucchero from the Lower Building at Poggio Civitate (Murlo)</i>. Boston, MA: Archaeological Institute of America.</li></ul>",
ETP 368,fragment of vase (bucchero),,Greg Warden,Other/Unclear Texts,Ager Faesulanus (Poggio Colla),-600,-575,[ – – – ]nutas[ – – – ],The inscription may also be read as <b>[ – – – ]mutas[ – – – ]</b>. Of the first letter only the upper portion of an oblique bar is visible.,
ETP 369,fragment of cup (ceramic),Riflessioni sul Tavola di Cortona (2002) 67-69 (tav. 3-4),Adriano Maggiani,Proprietary Texts,Rusellae,-200,-200,[ – – – ]xtrus · apanal · θucl ·,,"<ul><li>
Maggiani, Adriano. 2002. Riflessioni sulla Tavola di Cortona. In M. Pandolfini and A. Maggiani (eds.), <i>La Tabula Cortonensis e il suo contesto storico-archaeologico.</i>  Atti dell’Incontro di studio, 22 giugno 2001  (Rome 2002), pp. 65-75. Roma: Consiglio Nazionale delle Ricerche.
</li></ul>"
ETP 370,kyathos (bucchero),"RM 113 (2007) 217–240 (fig. 4, 7, 9, 12)",Luca Cappuccini,Funerary Texts,Vetulonia (Santa Teresa),-650,-630,mini l[a]uχu[ś]hie paiθin[a]σ muluvan[ice] mlak[aσ],"The inscription was inscribed in a spiral up around the upper part of the conical base of the kyathos. The /s/ of <b>paiθin[a]σ</b> is represented by the letter <i>san</i>. The reconstruction of mlak[aσ] as a genitive in agreement with the gentilicium paiθin[a]σ does not make sense syntactically. Reconstruction as a pertinentive, mlak[aσi], with an interpretation along the lines of ""to a good (man)"" seems much more likely.","Cappuccini, Luca. 2007. I kyathoi di Santa Teresa di Gavorrano e il ceramista dei Paiθina. Mitteilungen des Deutschen Archaeologischen Instituts. Römische Abteilung 113.217-240. Cappuccini, Luca and Luigi Donati. 2007. Gavorrano (GR). Santa Teresa. Notizario Toscana 3.679-682."
ETP 371,carinted cup (bucchero),E 1 (1974),Giovanni Colonna,Funerary Texts,Eboli,-575,-525,qupe,"Colonna describes the /p/ as having a hook, and writes that the /q/ has a very small circle.","Colonna (1974), n.20; <i>Firenze 1985</i>, p.132, 5.12."
ETP 372,fragment of kylix (type c),E 2 (1984),Giovanni Colonna,Funerary Texts,Eboli,,,[c]uliχna a[---],Spacing between the words.,
ETP 373,kantharos (bucchero),PC 1-4,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-580,ac,Found inscribed vertically on the handles of four bucchero kantharoi on high pedastals.,"Cristofani (1985), n.61 (only mentions three); Cerchiai (1990) p.8, fig.15, 3-5 (no.42-44)."
ETP 374,small cup (bucchero),PC 5,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-575,kane,Right-handed cup found on a high pedastal in the tomb of a child.,"Colonna (1974), n.11; Modesti, Bailo (1984), n.1; Cristofani (1985), n.52; Cerchiai (1990), p.16"
ETP 375,fragments of cup (bucchero),PC 6,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-575,"acev
   mi θavna velariiuθiia","Found near the via Cavallegeri, a dwelling at the entrance to a stone circle. The last eight letters of the second inscription were written in a straight, upright fashion. The theta, specifically, is angular, and the rho has an asymmetric curve.","Colonna (1994), Appendix II, A. Lupia. Tavv. III, 2; IV, 1."
ETP 376,cup (bucchero),PC 7,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-550,-525,mi punpunn[a]s larices,Written circularly on the inside of the vessel.,"Colonna (1974), n.13; Agostiniani (1982), p.66, n.78; Modesti, Bailo (1984), n.3; <i>Firenze 1985</i>, p.131, 5.10; Cristofani (1985), n.54."
ETP 377,small cup (bucchero),PC 8,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-550,-525,ra[---],,Unpublished.
ETP 378,small cup (bucchero),PC 9,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-530,-510,mi θanuχvilus muriias,Found at outside of tomb belonging to a man 25-30 years old near stone circle. Bucchero cup with receding hem.,"Colonna (1994), Appendix II, M. Cuozzo. Tavv. I, 2; II, 4."
ETP 379,two-handled vase (bucchero),PC 10,Giovanni Colonna,Proprietary Texts,Campania (Pontecagnano),-525,-500,"mi zavena apulas sepunes
  θ[...] kalesias","Found at the tomb of a woman about 60 years old. The first inscription is on the body of the vessel and is written in a continuously expanding script. The second inscription is written on the bottom in very small letters and in different hands, suggesting that it may be very old. The theta is crossed.","Colonna (1974), n.12 (kalesia); Agostiniani (1982), p.65, n.77; Modesti, Bailo (1984), n.2 (kalesias); <i>Firenze 1985</i>"
ETP 380,fragments of cup (bucchero),PC 11,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),,,amina[---]s,"Found at the tomb of a woman about 60 years old. The first inscription is on the body of the vessel and is writting in a continuously expanding script. The second inscription is written on the bottom in very small letters and in different hands, suggesting that it may be very old. The theta is crossed.","Modesti, Bailo (1984), n.14; Cristofani (1985), n.59"
ETP 381,"small barrel, askos (bucchero)",PC 12,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),,,χace,Found above tomb 2720 at Pontecagnano.,"Colonna (1974), n.14; Modesti, Bailo (1984), n.4; Cristofani (1985), n.55 (with the alternate lettering aceχ, totally unfounded)."
ETP 382,small lid (bucchero),PC 13,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-600,mi θanerial,"Belonged to a woman of 45-55 years of age. The inscription was carved on the inside in a long curve around the edge. The theta has a vertical cross, and the second /i/ was added as a pseudoligature to the /r/.","Colonna (1994), Appendix, Tav.II, 2"
ETP 383,small cup (bucchero),PC 14,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-600,mi araθnas,The theta is pointed.,"Modesti, Bailo (1984), n.10; Cristofani (1985), n.62"
ETP 384,fragment of cup(?) (bucchero),PC 15,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-675,[---]muln[---],"This piece was found in the same site as  PC 6, at a dwelling near the via Cavalleggeri.","Colonna (1994), Appendix, Tav.II, 2"
ETP 385,fragments of kylix,PC 16,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-575,[-?-]muriius ux[---],The kylix lacks a lip. The third /u/ could be another /l/. The inscription was written circularly around the inside of the vessel.,"Colonna (1974), n.15; Modesti, Bailo (1984), n.5; Cristofani (1985), n.56, Tav.II, 3"
ETP 386,kylix,PC 17,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-500,-480,θaneśa sestuminas,"The kylix lacks a foot and a handle. Its precise origin is unknown, although P. Laveglia suspects Salerno. The inscription was written on the inside of the vessel in a spiral near the edge.","Colonna (1974), n.15; Modesti, Bailo (1984), n.5; Cristofani (1985), n.56, Tav.II, 3"
ETP 387,fragments of small cup,PC 18,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-510,-490,mec[---],A single-handled cup with the surviving straps. The inscription was written dextroverse on the outside of the vessel. /m/ was written slanted and /e/ was written horizontally.,"Colonna (1994), Appendix II, G Bailo Modesti, Tav.III, 3"
ETP 388,kylix,PC 19,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-500,-450,[---]xlnies,A single-handled cup with the surviving straps. The inscription was written dextroverse on the outside of the vessel. /m/ was written slanted and /e/ was written horizontally.,"Colonna (1974), n.16; Modesti, Bailo (1984), n.6; Cristofani (1985), n.57"
ETP 389,bowl,PC 20,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-510,-490,ap[---],"Has the same origin as PC 18 (Colonna). The inscription was written upside down on the outside of the bowl, pressed into the base.","Colonna (1994), Appendix II, G Bailo Modesti, Tav.V; IV, 1"
ETP 390,kylix,PC 21,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-450,-450,maiśes tiχ,Hemispherical kylix. The inscription was written in a circle around the foot of the vessel.,"Colonna (1994), Appendix II, L. Cerchiai, Tav.V, 3; VI, 2; VII, 4"
ETP 391,fragments of wall,PC 22,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-510,-490,[---]tiχ,Meagre fragments of a wall. Same origin as PC 18 (Colonna).,"Colonna (1994), Appendix II, G Bailo Modesti, Tavv.V, 2; VI, 4; VII, 1"
ETP 392,kylix,PC 23,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-450,-450,satilas raiśiis,"Hemispherical kylix, from tomb 2955 in a necropolis in the Risorgimento plaza. The inscription was carved on the outside within a ring of stone. Colonna remarks that it is unlikely <b>raiśiis</b> has the reading <b>raimis</b>.","Colonna (1994), Appendix II, G Bailo Modesti, Tavv.V, 2; VI, 4; VII, 1"
ETP 393,small bowl,PC 24,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-450,-450,minanatis,"Hemispherical kylix, from tomb 2955 in a necropolis in the Risorgimento plaza. The inscription starts on the outside at the base of the vessel and continues into a ring of stone. Colonna (1994) writes that <b>minanatis</b> is likely a misspelling of <b>mina[na]tis</b>.","Colonna (1994), Appendix II, G Bailo Modesti, Tavv.V, 2; VI, 4; VII, 1"
ETP 394,small bowl,PC 25,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-450,-450,apices,"Sister of the last bowl, found in the same tomb. The inscription is on the outside and crosses in and out of the ring of stone. The /c/ is moon shaped and the /i/ was added as a pseudoligature.","Colonna (1994), Tav.V, 6; VI, 5; VII, 2"
ETP 395,small bowl,PC 26,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-450,-450,ac,Small Attic bowl with a concave-convex wall. The inscription was written dextroverse on the outside of the vessel.,"L Cerchiai in ""AION ArchStAnt"" III, 1981, p.81, p.40, n.4, fig. 17 and 18, 1"
ETP 396,amphora,PC 27,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-450,-450,pu[---],Wine amphora from Marseilles found in the same tomb as PC 26 (Colonna). The inscription was written on the neck of the vessel after it was fired.,"L Cerchiai in <i>AION ArchStAnt</i> III, 1981, p.81, p.40, n.4, fig. 17 and 18, 1"
ETP 397,small bowl,PC 28,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-500,[---]xpnas,Small bowl with a stone base. The inscription was written on the inside of the vessel in a circle.,"Modesti, Bailo (1984), n.13 ([---]<b>unns</b> dextroverse); Cristofani (1985), n.60"
ETP 398,small bowls,PC 29-30,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-600,-580,cavriius,Two small bowls with stone bases. The inscriptions were written on the inside of the vessels in a spiral and in different hands. The bars of the /w/ are very close together.,"Modesti, Bailo (1984), n.13 ([---]<b>unns</b> dextroverse); Cristofani (1985), n.60"
